id,numero,date_debut,date_signature,date_fin,statut,departement,chemin_fichier,niveau_gravite_specifique_aep,ressource_aep_communique,regle_gestion,arrete_cadre.id,arrete_cadre.numero,arrete_cadre.date_debut,arrete_cadre.date_fin,arrete_cadre.chemin_fichier,zones_alerte.id,zones_alerte.type,zones_alerte.code,zones_alerte.nom,zones_alerte.niveau_gravite,zones_alerte.id_sandre,zones_alerte.communes
21504,AP1- Lambon 13,2011-06-20,2011-06-17,2011-06-27,abroge,79,https://regleau.s3.gra.perf.cloud.ovh.net//arrete-restriction/21504/ap1_zone13_20110617.pdf,null,null,undefined,,,,,,,,,,,,
21573,2011172-0005,2011-06-21,2011-06-21,2011-06-26,abroge,72,https://regleau.s3.gra.perf.cloud.ovh.net//arrete-restriction/21573/ap_limitation_2011_06_21.pdf,null,null,undefined,21316,10-2416,2010-04-06,,,,,,,,,
21529,2011_810042Tescou,2011-06-22,2011-06-22,2011-07-19,abroge,81,https://regleau.s3.gra.perf.cloud.ovh.net//arrete-restriction/21529/arr_tescouinterdit100%25.pdf,null,null,undefined,,,,,,,,,,,,
21527,60-14/06/2011,2011-06-22,2011-06-14,2011-07-17,abroge,60,https://regleau.s3.gra.perf.cloud.ovh.net//arrete-restriction/21527/arr%C3%AAt%C3%A9%20restriction%2014%20juin%202011.pdf,null,null,undefined,,,,,,,,,,,,
21515,SPE-DDT N° 2011-08,2011-06-22,2011-06-21,2011-07-04,abroge,49,https://regleau.s3.gra.perf.cloud.ovh.net//arrete-restriction/21515/arrete%202011%2008.pdf,null,null,undefined,,,,,,,,,,,,
21601,2011 810034Cérou,2011-06-22,2011-06-22,2011-06-28,abroge,81,,null,null,undefined,,,,,,,,,,,,
21526,2011_810024Assou,2011-06-22,2011-06-22,2011-07-27,abroge,81,,null,null,undefined,,,,,,,,,,,,
21528,2011 810073EnGuibaud,2011-06-22,2011-06-22,2011-07-27,abroge,81,https://regleau.s3.gra.perf.cloud.ovh.net//arrete-restriction/21528/arr_en%20guibaudinterdit100%25.pdf,null,null,undefined,,,,,,,,,,,,
21563,2011174-0008,2011-06-23,2011-06-23,2011-07-05,abroge,26,https://regleau.s3.gra.perf.cloud.ovh.net//arrete-restriction/21563/ap_restriction%20%2023%20juin%202011.pdf,null,null,undefined,,,,,,,,,,,,
21536,11-DDTM-513,2011-06-23,2011-06-23,2011-07-07,abroge,85,https://regleau.s3.gra.perf.cloud.ovh.net//arrete-restriction/21536/ap_11ddtm513_230611_signe.pdf,null,null,undefined,,,,,,,,,,,,
21544,110834,2011-06-24,2011-06-23,2011-06-30,abroge,24,https://regleau.s3.gra.perf.cloud.ovh.net//arrete-restriction/21544/47_bv09_dordogne%20amont_1j7nauze%203j7_en%C3%A9a%205j7_ap%20110833.pdf,null,null,undefined,,,,,,,,,,,,
21539,110831,2011-06-24,2011-06-23,2011-06-30,abroge,24,https://regleau.s3.gra.perf.cloud.ovh.net//arrete-restriction/21539/44_bv02_bandiat_5j7_ap%20110835.pdf,null,null,undefined,,,,,,,,,,,,
21540,110832,2011-06-24,2011-06-23,2011-06-30,abroge,24,https://regleau.s3.gra.perf.cloud.ovh.net//arrete-restriction/21540/45_bv03_lizonne_1j7_ap%20110831.pdf,null,null,undefined,,,,,,,,,,,,
21545,110835,2011-06-24,2011-06-23,2011-07-12,abroge,24,https://regleau.s3.gra.perf.cloud.ovh.net//arrete-restriction/21545/48_bv10_dropt_3j7_bournegue%207j7_ap%20110834.pdf,null,null,undefined,,,,,,,,,,,,
21555,SI2011-06-24-0050-DDT,2011-06-24,2011-06-24,2011-07-07,abroge,84,https://regleau.s3.gra.perf.cloud.ovh.net//arrete-restriction/21555/ap%202011%2006%2024%200050%20ddt.pdf,null,null,undefined,,,,,,,,,,,,
21541,110833,2011-06-24,2011-06-23,2011-06-30,abroge,24,https://regleau.s3.gra.perf.cloud.ovh.net//arrete-restriction/21541/46_bv08_dordogne%20aval_3j7_louyre%2C%20lidoire%2C%20estrop%207j7_ap%20110832.pdf,null,null,undefined,,,,,,,,,,,,
21568,2011-173-0001,2011-06-25,2011-06-22,2011-07-01,abroge,82,https://regleau.s3.gra.perf.cloud.ovh.net//arrete-restriction/21568/ap_20110622_sdpe82_gestion-crise-restriction-2011-eau-ap-2011-173-0001.pdf,null,null,undefined,,,,,,,,,,,,
21537,2011175-0002,2011-06-25,2011-06-24,2011-07-28,abroge,16,https://regleau.s3.gra.perf.cloud.ovh.net//arrete-restriction/21537/lizonne%20%C3%A9t%C3%A9%20alerte%203.pdf,null,null,undefined,,,,,,,,,,,,
21547,2011-1531,2011-06-25,2011-06-24,2011-06-29,abroge,40,,null,null,undefined,21258,2011-1426,2011-05-18,2011-09-30,,,,,,,,
21746,AP-EAU-43-2011-LE-EP,2011-06-26,2011-06-24,2011-10-31,abroge,51,,null,null,undefined,,,,,,,,,,,,
21751,AP-EAU-39-2011-LE-EP,2011-06-26,2011-06-24,2011-10-31,abroge,51,,null,null,undefined,,,,,,,,,,,,
21745,AP-EAU-40-2011-LE-EP,2011-06-26,2011-06-24,2011-10-31,abroge,51,,null,null,undefined,,,,,,,,,,,,
21747,AP-EAU-41-2011-LE-EP,2011-06-26,2011-06-24,2011-10-31,abroge,51,,null,null,undefined,,,,,,,,,,,,
21565,2011-127,2011-06-27,2011-06-27,2011-07-03,abroge,43,,null,null,undefined,,,,,,,,,,,,
21574,2011178-0011,2011-06-27,2011-06-27,2011-07-04,abroge,72,https://regleau.s3.gra.perf.cloud.ovh.net//arrete-restriction/21574/ap_limitation_2011_06_27.pdf,null,null,undefined,21316,10-2416,2010-04-06,,,,,,,,,
22072,6,2011-06-28,2011-06-28,2011-07-07,abroge,37,,null,null,undefined,,,,,,,,,,,,
21598,2011-179-0002,2011-06-28,2011-06-28,2011-07-10,abroge,48,https://regleau.s3.gra.perf.cloud.ovh.net//arrete-restriction/21598/ap%202011-179-0002%20signe.pdf,null,null,undefined,,,,,,,,,,,,
21548,2011-1530,2011-06-28,2011-06-27,2011-07-08,abroge,40,,null,null,undefined,21258,2011-1426,2011-05-18,2011-09-30,,,,,,,,
21542,AP2- Lambon 13,2011-06-28,2011-06-24,2011-07-18,abroge,79,https://regleau.s3.gra.perf.cloud.ovh.net//arrete-restriction/21542/ap2_zone13_20110624_signe.pdf,null,null,undefined,,,,,,,,,,,,
21554,2011 810052Bernazobre,2011-06-29,2011-06-28,2011-07-04,abroge,81,https://regleau.s3.gra.perf.cloud.ovh.net//arrete-restriction/21554/arr_bernazobreinterdictionpr%C3%A9l%C3%A8vements3%3B5j_110628.pdf,null,null,undefined,,,,,,,,,,,,
21523,2011_810013Agros,2011-06-29,2011-06-28,2011-07-27,abroge,81,,null,null,undefined,,,,,,,,,,,,
21663,1432,2011-06-29,2011-06-29,2011-08-15,abroge,34,,null,null,undefined,,,,,,,,,,,,
21524,2011_810035Cérou,2011-06-29,2011-06-28,2011-07-03,abroge,81,https://regleau.s3.gra.perf.cloud.ovh.net//arrete-restriction/21524/arr_cerouinterdictionpr%C3%A9l%C3%A8vements2j_110628.pdf,null,null,undefined,,,,,,,,,,,,
21564,2011-179-0006,2011-06-29,2011-06-28,2011-10-15,abroge,07,https://regleau.s3.gra.perf.cloud.ovh.net//arrete-restriction/21564/ap%20p%C3%A9nurie%20s%C3%A9v%C3%A8re%2028-06-2011.pdf,null,null,undefined,22325,2010-169-9,2010-06-18,,,,,,,,,
21576,2011179-0003,2011-06-30,2011-06-28,2011-07-19,abroge,16,https://regleau.s3.gra.perf.cloud.ovh.net//arrete-restriction/21576/dronne%20%C3%A9t%C3%A9%20alerte%203%20arr%C3%AAt%205%20jours.pdf,null,null,undefined,,,,,,,,,,,,
21557,2011-1536,2011-06-30,2011-06-29,2011-07-11,abroge,40,https://regleau.s3.gra.perf.cloud.ovh.net//arrete-restriction/21557/4_arrete_29_06_11_midouze.pdf,null,null,undefined,21258,2011-1426,2011-05-18,2011-09-30,,,,,,,,
21600,2011181-0002,2011-07-01,2011-07-01,2011-10-31,abroge,53,https://regleau.s3.gra.perf.cloud.ovh.net//arrete-restriction/21600/arrete%20n%C2%B0%202011181-0002%20du%2001%2007%202011.pdf,null,null,undefined,,,,,,,,,,,,
21611,110890,2011-07-01,2011-06-30,2011-07-07,abroge,24,https://regleau.s3.gra.perf.cloud.ovh.net//arrete-restriction/21611/56_bv04_dronne%20en%20aval%20de%20brant%C3%B4me%205j7_ap%20110890.pdf,null,null,undefined,,,,,,,,,,,,
21602,2011181-0002,2011-07-01,2011-07-01,2011-07-01,abroge,53,,null,null,undefined,,,,,,,,,,,,
21559,2011-179-0006,2011-07-01,2011-06-28,2011-07-27,abroge,30,https://regleau.s3.gra.perf.cloud.ovh.net//arrete-restriction/21559/ap_20110628_corp_arrete_restriction_secheresse_gard.pdf,null,null,undefined,,,,,,,,,,,,
21591,110892,2011-07-01,2011-06-30,2011-07-10,abroge,24,https://regleau.s3.gra.perf.cloud.ovh.net//arrete-restriction/21591/51_bv09_lizonne5j7_ap%20110892.pdf,null,null,undefined,,,,,,,,,,,,
21590,110891,2011-07-01,2011-06-30,2011-07-19,abroge,24,https://regleau.s3.gra.perf.cloud.ovh.net//arrete-restriction/21590/50_bv02_bandiat%207j7_ap%20110892.pdf,null,null,undefined,,,,,,,,,,,,
21594,110887,2011-07-01,2011-06-30,2011-07-07,abroge,24,https://regleau.s3.gra.perf.cloud.ovh.net//arrete-restriction/21594/53_bv07_v%C3%A9z%C3%A8re_5j7_rivi%C3%A8re%20v%C3%A9z%C3%A8re%201j7_ap%20110887.pdf,null,null,undefined,,,,,,,,,,,,
21567,2011-947,2011-07-01,2011-06-28,2011-07-21,abroge,39,,null,null,undefined,,,,,,,,,,,,
21605,110889,2011-07-01,2011-06-30,2011-07-10,abroge,24,https://regleau.s3.gra.perf.cloud.ovh.net//arrete-restriction/21605/55_bv09_dordogne%20amont_3j7_nauze%203j7_ap%20110889.pdf,null,null,undefined,,,,,,,,,,,,
21577,2011181-0002,2011-07-01,2011-06-30,2011-10-02,abroge,16,https://regleau.s3.gra.perf.cloud.ovh.net//arrete-restriction/21577/auzonne%20%C3%A9t%C3%A9%20alerte%204.pdf,null,null,undefined,,,,,,,,,,,,
21592,110886,2011-07-01,2011-06-30,2011-07-10,abroge,24,https://regleau.s3.gra.perf.cloud.ovh.net//arrete-restriction/21592/52_bv05_isle%20aval%2C%20beauronne%20des%20l%C3%A8ches%20et%20vern%20aval_5j_ap%20110886.pdf,null,null,undefined,,,,,,,,,,,,
21589,110885,2011-07-01,2011-06-30,2011-07-19,abroge,24,https://regleau.s3.gra.perf.cloud.ovh.net//arrete-restriction/21589/49_bv01_tardoire_7j7_ap%20110885.pdf,null,null,undefined,,,,,,,,,,,,
21585,3,2011-07-01,2011-07-01,2011-07-06,abroge,33,https://regleau.s3.gra.perf.cloud.ovh.net//arrete-restriction/21585/arr%C3%AAt%C3%A9%20s%C3%A9cheresse%20du%201er%20juillet%202011.pdf,null,null,undefined,,,,,,,,,,,,
22036,2011_DDT_SEB_511,2011-07-01,2011-07-01,2011-10-02,abroge,86,https://regleau.s3.gra.perf.cloud.ovh.net//arrete-restriction/22036/110630-ap511-veude%20negron.pdf,null,null,undefined,,,,,,,,,,,,
21595,110888,2011-07-01,2011-06-30,2011-07-10,abroge,24,https://regleau.s3.gra.perf.cloud.ovh.net//arrete-restriction/21595/54_bv08_dordogne%20aval_5j7_ap%20110888.pdf,null,null,undefined,,,,,,,,,,,,
21578,2011181-0003,2011-07-01,2011-06-30,2011-10-02,abroge,16,https://regleau.s3.gra.perf.cloud.ovh.net//arrete-restriction/21578/echelle%20leche%20%C3%A9t%C3%A9%20alerte%204.pdf,null,null,undefined,,,,,,,,,,,,
21566,2011181-0007,2011-07-02,2011-06-30,2011-07-08,abroge,36,https://regleau.s3.gra.perf.cloud.ovh.net//arrete-restriction/21566/arrete%20%207%20-%20propos%C3%A9%20corrig%C3%A9%20sign%C3%A9.pdf,null,null,undefined,,,,,,,,,,,,
21569,2011-180-0011,2011-07-02,2011-06-29,2011-07-08,abroge,82,https://regleau.s3.gra.perf.cloud.ovh.net//arrete-restriction/21569/ap_20110629_sdpe82_gestion-crise-restriction-2011-eau-ap-2011-180-0011.pdf,null,null,undefined,,,,,,,,,,,,
21579,2011181-0004,2011-07-02,2011-06-30,2011-07-29,abroge,16,https://regleau.s3.gra.perf.cloud.ovh.net//arrete-restriction/21579/charente%20amont%20%C3%A9t%C3%A9%20alerte%204.pdf,null,null,undefined,,,,,,,,,,,,
21612,DT-11-510,2011-07-04,2011-07-04,2011-07-26,abroge,42,https://regleau.s3.gra.perf.cloud.ovh.net//arrete-restriction/21612/arr%C3%AAt%C3%A9%20p%C3%A9nurie%204%20juillet%202011.pdf,null,null,undefined,,,,,,,,,,,,
21607,201-135,2011-07-04,2011-07-04,2011-07-11,abroge,43,,null,null,undefined,,,,,,,,,,,,
21586,SPE-DDT N° 2011-09,2011-07-04,2011-07-04,2011-07-12,abroge,49,https://regleau.s3.gra.perf.cloud.ovh.net//arrete-restriction/21586/arr%C3%AAt%C3%A9%202011-09.pdf,null,null,undefined,,,,,,,,,,,,
21627,2011-1-655,2011-07-04,2011-07-04,2011-07-11,abroge,18,https://regleau.s3.gra.perf.cloud.ovh.net//arrete-restriction/21627/arrete_2011-1-655.pdf,null,null,undefined,,,,,,,,,,,,
21614,2011_810036Cérou,2011-07-04,2011-07-04,2011-07-04,abroge,81,,null,null,undefined,,,,,,,,,,,,
21617,2011-1574,2011-07-05,2011-07-04,2011-07-19,abroge,40,https://regleau.s3.gra.perf.cloud.ovh.net//arrete-restriction/21617/1_arrete_alerte_04_07_11_adour_median.pdf,null,null,undefined,21258,2011-1426,2011-05-18,2011-09-30,,,,,,,,
21599,2011185-0001,2011-07-05,2011-07-04,2011-10-31,abroge,87,https://regleau.s3.gra.perf.cloud.ovh.net//arrete-restriction/21599/arr%C3%AAt%C3%A9%20s%C3%A9cheresse%20du%204%20juill%202011.pdf,null,null,undefined,,,,,,,,,,,,
21623,AP2-Sèvre Niortaise 10a,2011-07-05,2011-07-04,2011-10-03,abroge,79,https://regleau.s3.gra.perf.cloud.ovh.net//arrete-restriction/21623/ap2_zone10a_20110704.pdf,null,null,undefined,,,,,,,,,,,,
21588,2011186-0001,2011-07-05,2011-07-05,2011-07-27,abroge,47,https://regleau.s3.gra.perf.cloud.ovh.net//arrete-restriction/21588/arrete%20secheresse%20zone%20alerte%201%20signe%20enregistre%20et%20n%C2%B0.pdf,null,null,undefined,23387,2002-162-51,2002-05-24,,,,,,,,,
21616,2011-1566,2011-07-05,2011-07-04,2011-07-12,abroge,40,https://regleau.s3.gra.perf.cloud.ovh.net//arrete-restriction/21616/1_arrete_04_07_11_luys.pdf,null,null,undefined,21258,2011-1426,2011-05-18,2011-09-30,,,,,,,,
21786,2011186-0001,2011-07-05,2011-07-05,2011-10-31,abroge,47,https://regleau.s3.gra.perf.cloud.ovh.net//arrete-restriction/21786/arrete%20secheresse%20zone%20alerte%201%20signe%20enregistre%20et%20n%C2%B0.pdf,null,null,undefined,23387,2002-162-51,2002-05-24,,,,,,,,,
21620,2011185-0002,2011-07-05,2011-07-04,2011-10-02,abroge,16,https://regleau.s3.gra.perf.cloud.ovh.net//arrete-restriction/21620/charente%20aval%20%C3%A9t%C3%A9%20alerte4interdiction.pdf,null,null,undefined,,,,,,,,,,,,
21625,2011-1575,2011-07-05,2011-07-04,2011-07-19,abroge,40,https://regleau.s3.gra.perf.cloud.ovh.net//arrete-restriction/21625/1_arrete_alerte_04_07_11_adour_aval.pdf,null,null,undefined,21258,2011-1426,2011-05-18,2011-09-30,,,,,,,,
21622,AP2-Boutonne 8a,2011-07-05,2011-07-04,2011-10-03,abroge,79,https://regleau.s3.gra.perf.cloud.ovh.net//arrete-restriction/21622/ap2_zone8a_20110704.pdf,null,null,undefined,,,,,,,,,,,,
21624,AP2-Entre Sèvre et Clain 10a bis,2011-07-05,2011-07-04,2011-10-03,abroge,79,https://regleau.s3.gra.perf.cloud.ovh.net//arrete-restriction/21624/ap2_zone10abis_20110704.pdf,null,null,undefined,,,,,,,,,,,,
21613,2011 810053Bernazobre,2011-07-05,2011-07-04,2011-07-19,abroge,81,,null,null,undefined,,,,,,,,,,,,
21621,2011185-0004,2011-07-05,2011-07-04,2011-07-28,abroge,16,https://regleau.s3.gra.perf.cloud.ovh.net//arrete-restriction/21621/tardoire%20%C3%A9t%C3%A9%20alerte%204%20interdiction.pdf,null,null,undefined,,,,,,,,,,,,
21677,2109/2011,2011-07-05,2011-07-05,2011-09-30,abroge,03,https://regleau.s3.gra.perf.cloud.ovh.net//arrete-restriction/21677/arrete_allier_2011_07_05.pdf,null,null,undefined,,,,,,,,,,,,
21653,2011185-0021,2011-07-05,2011-07-05,2011-07-11,abroge,72,https://regleau.s3.gra.perf.cloud.ovh.net//arrete-restriction/21653/ap_limitation_2011_07_05.pdf,null,null,undefined,21316,10-2416,2010-04-06,,,,,,,,,
21619,2011185-0005,2011-07-05,2011-07-04,2011-10-02,abroge,16,https://regleau.s3.gra.perf.cloud.ovh.net//arrete-restriction/21619/antenne%20soloire%20%C3%A9t%C3%A9%20alerte%204%20interdiction.pdf,null,null,undefined,,,,,,,,,,,,
21587,2011182-0006,2011-07-05,2011-07-01,2011-07-10,abroge,12,https://regleau.s3.gra.perf.cloud.ovh.net//arrete-restriction/21587/arr_s%C3%A8cheresse_20110704_sign%C3%A9_vd%C3%A9f.pdf,null,null,undefined,21570,2011180-0003,2011-06-01,2011-10-31,,,,,,,,
21604,2011_DDT_SEB_544,2011-07-06,2011-07-05,2011-10-02,abroge,86,https://regleau.s3.gra.perf.cloud.ovh.net//arrete-restriction/21604/110705_apsevre544.pdf,null,null,undefined,,,,,,,,,,,,
21635,5,2011-07-06,2011-07-06,2011-11-30,abroge,76,https://regleau.s3.gra.perf.cloud.ovh.net//arrete-restriction/21635/arrete%20alerte%20sign%C3%A9%20bresle.pdf,null,null,undefined,21373,0,2010-06-29,2013-03-01,,,,,,,,
21831,2011187-0014,2011-07-06,2011-07-06,2011-08-02,abroge,26,https://regleau.s3.gra.perf.cloud.ovh.net//arrete-restriction/21831/2011-07-06_ap_restriction_2011187-0014_6%20juillet%202011.pdf,null,null,undefined,,,,,,,,,,,,
21724,DDT/SER/11 n°282,2011-07-06,2011-07-06,2011-07-21,abroge,70,https://regleau.s3.gra.perf.cloud.ovh.net//arrete-restriction/21724/2011-07-06_ap-secheresse_niveau1_ddt70.pdf,null,null,undefined,,,,,,,,,,,,
21874,2011189-0013,2011-07-06,2011-07-06,2011-07-20,abroge,64,,null,null,undefined,,,,,,,,,,,,
21628,2011/BPUP/094,2011-07-06,2011-07-06,2011-08-03,abroge,44,https://regleau.s3.gra.perf.cloud.ovh.net//arrete-restriction/21628/ap%206%20juillet%202011%20pdf.pdf,null,null,undefined,,,,,,,,,,,,
21638,6,2011-07-06,2011-07-06,2011-11-30,abroge,76,https://regleau.s3.gra.perf.cloud.ovh.net//arrete-restriction/21638/arrete%20alerte%20sign%C3%A9%20commerce.pdf,null,null,undefined,21373,0,2010-06-29,2013-03-01,,,,,,,,
21630,2011-186-3,2011-07-06,2011-07-05,2011-09-30,abroge,05,https://regleau.s3.gra.perf.cloud.ovh.net//arrete-restriction/21630/arr%C3%AAt%C3%A9%20buech%2005072011.pdf,null,null,undefined,,,,,,,,,,,,
21632,2011-186-2,2011-07-06,2011-07-05,2011-09-30,abroge,05,https://regleau.s3.gra.perf.cloud.ovh.net//arrete-restriction/21632/arr%C3%AAt%C3%A9%20eygues%20oule%2005072011.pdf,null,null,undefined,,,,,,,,,,,,
21657,2011-186-11,2011-07-06,2011-07-06,2011-07-31,abroge,23,https://regleau.s3.gra.perf.cloud.ovh.net//arrete-restriction/21657/arr%C3%AAt%C3%A9%20restriction%201-2011%20creuse.odt,null,null,undefined,21656,2006-0751,2006-07-06,2019-07-02,,,,,,,,
21872,2011189-0012,2011-07-06,2011-07-06,2011-07-20,abroge,64,,null,null,undefined,,,,,,,,,,,,
21870,2011189-0011,2011-07-06,2011-07-06,2011-07-20,abroge,64,,null,null,undefined,,,,,,,,,,,,
21615,2011_810062Bagas,2011-07-06,2011-06-08,2011-08-15,abroge,81,,null,null,undefined,,,,,,,,,,,,
21766,2011-1323,2011-07-07,2011-07-07,2011-10-15,abroge,04,,null,null,undefined,,,,,,,,,,,,
21661,4,2011-07-07,2011-07-07,2011-07-18,abroge,33,https://regleau.s3.gra.perf.cloud.ovh.net//arrete-restriction/21661/arr%C3%AAt%C3%A9%20du%207%20juillet%202011.pdf,null,null,undefined,,,,,,,,,,,,
21654,2011187-0008,2011-07-07,2011-07-06,2011-10-02,abroge,16,https://regleau.s3.gra.perf.cloud.ovh.net//arrete-restriction/21654/poussonne%20palais%20%C3%A9t%C3%A9%20alerte%204%20interdiction.pdf,null,null,undefined,,,,,,,,,,,,
21770,DDT/SEEP/2011/020,2011-07-08,2011-07-08,2011-07-28,abroge,89,https://regleau.s3.gra.perf.cloud.ovh.net//arrete-restriction/21770/ap%20ddt%20seep%202011%2020%20crise.pdf,null,null,undefined,,,,,,,,,,,,
21660,2011-188-0002,2011-07-08,2011-07-07,2011-08-31,abroge,32,https://regleau.s3.gra.perf.cloud.ovh.net//arrete-restriction/21660/ap-2011-188-0002%20douze%2007juill11.pdf,null,null,undefined,21289,2004-07-06_Midouze,2004-07-06,,,,,,,,,
21706,11-DDTM-547,2011-07-08,2011-07-07,2011-08-04,abroge,85,,null,null,undefined,,,,,,,,,,,,
22073,7,2011-07-08,2011-07-08,2011-07-11,abroge,37,,null,null,undefined,,,,,,,,,,,,
21693,110984,2011-07-08,2011-07-08,2011-07-19,abroge,24,https://regleau.s3.gra.perf.cloud.ovh.net//arrete-restriction/21693/59_bv04_riv%C3%A8re%20dronne%20et%20cole%205j7%20et%20affluents%207j7_ap%20110984.%20pdf.pdf,null,null,undefined,,,,,,,,,,,,
21582,2011-1006,2011-07-08,2011-07-08,2011-07-21,abroge,15,https://regleau.s3.gra.perf.cloud.ovh.net//arrete-restriction/21582/2011-07-01arretelimitationusageseau.pdf,null,null,undefined,,,,,,,,,,,,
21659,2011-188-0001,2011-07-08,2011-07-07,2011-08-31,abroge,32,https://regleau.s3.gra.perf.cloud.ovh.net//arrete-restriction/21659/ap-2011-188-0001_auzoue%2007juill11.pdf,null,null,undefined,21289,2004-07-06_Midouze,2004-07-06,,,,,,,,,
21771,DDT/SEEP/2011/021,2011-07-08,2011-07-08,2011-07-28,abroge,89,https://regleau.s3.gra.perf.cloud.ovh.net//arrete-restriction/21771/ap%20ddt%20seep%202011%2021%20crise%20renforc%C3%A9.pdf,null,null,undefined,,,,,,,,,,,,
21701,2011189-0001,2011-07-08,2011-07-08,2011-09-15,abroge,19,https://regleau.s3.gra.perf.cloud.ovh.net//arrete-restriction/21701/ap_restriction_eau_departement_correze_08_07_2011.pdf,null,null,undefined,,,,,,,,,,,,
21675,SI 2011-07-08-0020-DDT,2011-07-08,2011-07-08,2011-09-12,abroge,84,https://regleau.s3.gra.perf.cloud.ovh.net//arrete-restriction/21675/ap%20secheresse%20sign%C3%A9.pdf,null,null,undefined,,,,,,,,,,,,
21671,2011-1597,2011-07-09,2011-07-08,2011-07-12,abroge,40,https://regleau.s3.gra.perf.cloud.ovh.net//arrete-restriction/21671/5_arrete_08_07_11_midou_arret-total.pdf,null,null,undefined,21258,2011-1426,2011-05-18,2011-09-30,,,,,,,,
21670,E-2011-266,2011-07-09,2011-07-08,2011-10-31,abroge,46,https://regleau.s3.gra.perf.cloud.ovh.net//arrete-restriction/21670/20110708_theze_ap_restric.pdf,null,null,undefined,21233,A5 09 010,2010-06-09,2012-12-31,,,,,,,,
21664,20111900001,2011-07-09,2011-07-09,2011-07-19,abroge,47,https://regleau.s3.gra.perf.cloud.ovh.net//arrete-restriction/21664/ar%20theze%209%20juillet%202011%20signe%20et%20numerote.pdf,null,null,undefined,23387,2002-162-51,2002-05-24,,,,,,,,,
21666,2011189-0005,2011-07-09,2011-07-08,2011-07-28,abroge,16,https://regleau.s3.gra.perf.cloud.ovh.net//arrete-restriction/21666/argentor%20izonne%20%C3%A9t%C3%A9%20alerte%204.pdf,null,null,undefined,,,,,,,,,,,,
21662,2011-188-001,2011-07-09,2011-07-07,2011-07-15,abroge,82,https://regleau.s3.gra.perf.cloud.ovh.net//arrete-restriction/21662/ap_20110707_sdpe82_gestion-crise-restriction-2011-eau-ap-2011-188-0011.pdf,null,null,undefined,,,,,,,,,,,,
21736,2011157-0004,2011-07-09,2011-07-09,2011-07-09,abroge,47,,null,null,undefined,23387,2002-162-51,2002-05-24,,,,,,,,,
21658,2011188-0041,2011-07-09,2011-07-07,2011-07-29,abroge,36,https://regleau.s3.gra.perf.cloud.ovh.net//arrete-restriction/21658/arrete%20%208%20%20%20signe%20enregistre.pdf,null,null,undefined,,,,,,,,,,,,
21690,2011_DDT_SEB_556,2011-07-09,2011-07-08,2011-10-02,abroge,86,https://regleau.s3.gra.perf.cloud.ovh.net//arrete-restriction/21690/110708_ap556_vienne%20aval.pdf,null,null,undefined,,,,,,,,,,,,
21699,110989,2011-07-11,2011-07-08,2011-07-19,abroge,24,https://regleau.s3.gra.perf.cloud.ovh.net//arrete-restriction/21699/64_bv09_dordogne%20amont%205j7_ap%20110989.pdf,null,null,undefined,,,,,,,,,,,,
21883,2011-DDT-SE-220,2011-07-11,2011-07-11,2011-07-11,abroge,91,,null,null,undefined,,,,,,,,,,,,
21715,2011-192-0003,2011-07-11,2011-07-11,2011-08-08,abroge,48,,null,null,undefined,,,,,,,,,,,,
21667,2011189-0018,2011-07-11,2011-07-08,2011-07-22,abroge,12,https://regleau.s3.gra.perf.cloud.ovh.net//arrete-restriction/21667/arr_2011189-0018_sign%C3%A9.pdf,null,null,undefined,21570,2011180-0003,2011-06-01,2011-10-31,,,,,,,,
21697,110986,2011-07-11,2011-07-08,2011-07-19,abroge,24,https://regleau.s3.gra.perf.cloud.ovh.net//arrete-restriction/21697/61_bv06_isle%20amont%20rivi%C3%A8re%203j7_affluents%20isle%20amont%205j7_ap%20110986.pdf,null,null,undefined,,,,,,,,,,,,
21705,110985,2011-07-11,2011-07-08,2011-07-12,abroge,24,https://regleau.s3.gra.perf.cloud.ovh.net//arrete-restriction/21705/60_bv05_isle%20aval_7j7%20rivi%C3%A8re%20isle%205j7_ap%20110985.pdf,null,null,undefined,,,,,,,,,,,,
21692,110983,2011-07-11,2011-07-08,2011-07-19,abroge,24,https://regleau.s3.gra.perf.cloud.ovh.net//arrete-restriction/21692/58_bv03_lizonne%205j7%20%20affluents%20de%20la%20lizonne%207j7_ap%20110983.pdf,null,null,undefined,,,,,,,,,,,,
21698,110987,2011-07-11,2011-07-08,2011-07-12,abroge,24,https://regleau.s3.gra.perf.cloud.ovh.net//arrete-restriction/21698/62_bv07_v%C3%A9v%C3%A8re%20%20rivi%C3%A8re%203j7_affluents%20sauf%20coly%20et%20chironde%205j7_ap%20110987.pdf,null,null,undefined,,,,,,,,,,,,
21694,110985,2011-07-11,2011-07-08,2011-07-12,abroge,24,https://regleau.s3.gra.perf.cloud.ovh.net//arrete-restriction/21694/52_bv05_isle%20aval%2C%20beauronne%20des%20l%C3%A8ches%20et%20vern%20aval_5j_ap%20110886.pdf,null,null,undefined,,,,,,,,,,,,
21676,2011-1-690,2011-07-12,2011-07-11,2011-08-01,abroge,18,https://regleau.s3.gra.perf.cloud.ovh.net//arrete-restriction/21676/ap_2011-1-690.pdf,null,null,undefined,,,,,,,,,,,,
21885,2011-DDT-SE-221,2011-07-12,2011-07-11,2011-08-10,abroge,91,,null,null,undefined,,,,,,,,,,,,
